Facility_uid,Facility_name,Facility_uid,Level,Ownership,Authority,Coordinates,Subcounty_uid,Subcounty_name,District_uid,District_name,Region_uid,Region_name
JVLdDfKIG38,Opuyo HC II,JVLdDfKIG38,HC II,Government,MOH,"[33.65697,1.71628]",a0awJjtBQ2u,Soroti Subcounty,srmGjHrpVE5,Soroti District,adZ6T35ve4h,Eastern Region
KSQ9mCLvRMA,Oraba HC II,KSQ9mCLvRMA,HC II,Government,MOH,"[30.8893,3.5358]",rQcFYXak0LH,Kuluba Subcounty,iqsaGItA68C,Koboko District,pz9Uu65Irbg,Northern Region
vRuSmYiqAwZ,Oret HC II,vRuSmYiqAwZ,HC II,Government,Local Government,,CyUUpNIQ98L,Puranga Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
Tyxrv2J0s0m,Oreta HC II,Tyxrv2J0s0m,HC II,Government,MOH,"[33.91039,2.4922]",QT2X5ExHi0h,Nyakwae Subcounty,NREoMszwQZW,Abim District,pz9Uu65Irbg,Northern Region
cqExOqLOqNY,Ori HC II,cqExOqLOqNY,HC II,Government,MOH,"[31.80701,3.78231]",aCaPqIkvV2s,Metu Subcounty,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
i1htH9vJSlc,Oriajini HOSPITAL,i1htH9vJSlc,General Hospital,Private Not For Profit,UMMB,"[30.96805,3.17313]",Tm9sPGt31dl,Katrini Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
ea1Bvu4qzmW,Orient M/C HC III,ea1Bvu4qzmW,HC III,Private For Profit,,"[32.53240,0.72056]",eYw6xfpMCpt,Wobulenzi Town Council,tr9XWtYsL5P,Luwero District,VA90IqaI4Ji,Central Region
Is9KDV0BOCD,Orient Medical Lab Services Clinic,Is9KDV0BOCD,Clinic,Private For Profit,Local Government,,TMJdZnNOFfa,Katabi Subcounty,aIahLLmtvgT,Wakiso District,VA90IqaI4Ji,Central Region
CYCMFtMgnfI,Orina HC II,CYCMFtMgnfI,HC II,Government,MOH,"[33.42238,2.7158]",FihNC5KfGJV,Adilang Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
aM3UfhNrS2W,Orivu HC III,aM3UfhNrS2W,HC III,Government,MOH,"[30.98574,3.03034]",IfprxlrKiKL,Dadamu Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
bRt4VDvHDPQ,Oroko HC II,bRt4VDvHDPQ,HC II,Government,MOH,"[32.36387,3.28547]",N00GWUvXv52,Palaro Subcounty,Gwk4wkLz7EW,Gulu District,pz9Uu65Irbg,Northern Region
auzlyXb92mq,Orom HC III,auzlyXb92mq,HC III,Government,MOH,"[33.46668,3.41203]",iDEPY2bO8nQ,Orom Subcounty,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
qqTlKUFPOLQ,Orthopedic Consult HC IINR,qqTlKUFPOLQ,,,,,zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
FtmVm4r1H3a,Orum HC IV,FtmVm4r1H3a,HC IV,Government,MOH,"[33.34886,2.40098]",Zb0o00tdmnx,Otuke Town Council,aXjub1BYn1y,Otuke District,pz9Uu65Irbg,Northern Region
WmoemTft5Bj,Orungo HC III,WmoemTft5Bj,HC III,Government,MOH,"[33.45251,2.04456]",PNnzRWEmz8V,Orungo Subcounty,TM6ccNxawqy,Amuria District,adZ6T35ve4h,Eastern Region
X8wfR21inSS,Orussi HC III,X8wfR21inSS,HC III,Private Not For Profit,UCMB,"[31.1054,2.32764]",afAjPIjW0D3,Erussi Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
pZhYWxNWH94,Orwamuge HC III,pZhYWxNWH94,HC III,Government,MOH,"[33.627871,2.522805]",BBRR0ZCNp9p,Lotuke Subcounty,NREoMszwQZW,Abim District,pz9Uu65Irbg,Northern Region
vCvkE6AkaJM,Orwigi HC II,vCvkE6AkaJM,HC II,Government,MOH,"[30.92473,0.05521]",V8YasjaiKtV,Burunga Subcounty,qf9xWZu7Dq8,Kiruhura District,auJdpeHbeet,Western Region
Dm4qPjNc4bc,Oryang HC II,Dm4qPjNc4bc,HC II,Government,Local Government,,elu8zUTsqIW,Pajule Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
lYrwiBVHAUv,Oryang Kulu Kwach HC II,lYrwiBVHAUv,HC II,Government,MOH,"[32.9732608,3.2311907]",aUTx89Nc5z1,Lagoro Subcounty,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
gdsxa9EwgAJ,Oscar Military Battalion HC II,gdsxa9EwgAJ,HC II,Government,Army,,SVXuVZuvsit,Abim Town Council,NREoMszwQZW,Abim District,pz9Uu65Irbg,Northern Region
XAnsDU3neyj,Oseera HC II,XAnsDU3neyj,HC II,,,,vhBrLJBbs8t,Ongino Subcounty,saT18HClZoz,Kumi District,adZ6T35ve4h,Eastern Region
lQs988hfpT8,Osia HC II,lQs988hfpT8,HC II,Government,MOH,,PFkULd44r0L,Rubongi Subcounty,KhT80mlwJ3Y,Tororo District,adZ6T35ve4h,Eastern Region
CNiqwtfvzA6,Osiman Medical Clinic,CNiqwtfvzA6,HC II,Private For Profit,Local Government,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
ImFbcDMa1AS,Osler Clinic HC II,ImFbcDMa1AS,HC II,Private For Profit,,"[32.59807,0.32826]",zNdkt1W9dcu,Kampala Central Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
Q2mQ7lQKqF2,Osler Clinic HCII,Q2mQ7lQKqF2,HC II,Private For Profit,Local Government,,oweSpFBNbmi,Rubaga Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
JNKTABj7P6e,Ossi HC II,JNKTABj7P6e,HC II,Government,MOH,"[31.22492,2.36777]",X3w6hzHSdUe,Parombo Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
z5H8YZiBOtr,Osukuru HC III,z5H8YZiBOtr,HC III,Government,MOH,"[34.14714,0.66722]",QjFwopEl3i9,Osukuru Subcounty,KhT80mlwJ3Y,Tororo District,adZ6T35ve4h,Eastern Region
MVYYKgICwep,Oteno HC II,MVYYKgICwep,HC II,Government,MOH,"[33.13024,2.3956]",jM15KbiS4KY,Abia Subcounty,p7EEgDEX3jT,Alebtong District,pz9Uu65Irbg,Northern Region
eZC9Ddr4KIy,Otheko HC II,eZC9Ddr4KIy,HC II,Government,MOH,"[31.02386,2.48285]",WIp1921a57B,Paidha Subcounty,A4aGXEfdb8P,Zombo District,pz9Uu65Irbg,Northern Region
Y1aTreUsUZn,Otici HC II,Y1aTreUsUZn,HC II,Government,MOH,"[32.01145,2.95463]",COaxzbRhsBA,Lamogi Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
igQw7xR4e9B,Otoko Health Clinic HC II NR,igQw7xR4e9B,Clinic,,,,FbuhMjEaMXt,Makindye Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
a2a7qNyJg9j,Otong HC II,a2a7qNyJg9j,HC II,Government,MOH,"[32.19584,3.02039]",EgcvIoAN7Ti,Pabbo Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
xRGI9XPpYLG,Otuboi CoU HC II,xRGI9XPpYLG,HC II,Private Not For Profit,UPMB,,rWKu3uQbesz,Otuboi Subcounty,QoRZB7xc3j9,Kaberamaido District,adZ6T35ve4h,Eastern Region
lh4zqCHzHIM,Otumbari St. Lawrence HC III,lh4zqCHzHIM,HC III,Private Not For Profit,UCMB,"[31.14894,3.26576]",Fi0oIAe06s4,Odupi Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
QaoM6583QZW,Otumpili HC II,QaoM6583QZW,HC II,Government,,,d7O2HPDA9UV,Lukole Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
taeUtmBHKTF,Otwal HC III,taeUtmBHKTF,HC III,Government,MOH,"[32.71177,2.50397]",j9JRmkoveVc,Otwal Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
rnSuCabTqe3,Otwee HC III,rnSuCabTqe3,HC III,Government,MOH,"[31.85948,2.80572]",YG7bSJaIniu,Amuru Town Council,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
jNgUS0UyNUd,Our Lady Fatima CLINIC-NR,jNgUS0UyNUd,,,,,QRDEYBjoQkE,Ntenjeru Subcounty,a0DfYpC2Rwl,Mukono District,VA90IqaI4Ji,Central Region
FWFO4gWgFSk,Our Lady Nakasongola HC III,FWFO4gWgFSk,HC III,Private Not For Profit,UCMB,"[32.461742,1.309801]",BdksaWC7crj,Nakasongola Subcounty,aUcYGQCK9ub,Nakasongola District,VA90IqaI4Ji,Central Region
tPjvE8nStxH,Our Lady Of Lourdes HC II,tPjvE8nStxH,HC II,Private Not For Profit,,"[34.005448,0.299785]",C2MPhjR29Db,Lumino Subcounty,lkuO79O6mRx,Busia District,adZ6T35ve4h,Eastern Region
afwQY9JMGN4,Outreach To Africa Clinic HC II,afwQY9JMGN4,HC II,Private For Profit,,"[30.27171,1.04616]",y1eq9C6oPWj,Rwebisengo Subcounty,z8D9ER36EKN,Ntoroko District,auJdpeHbeet,Western Region
NzNtDRq3o75,Ovujo HC III,NzNtDRq3o75,HC III,Government,MOH,"[30.91199,3.23111]",xFPP0xRg2AV,Oluffe Subcounty,WyR8Eetj7Uw,Maracha District,pz9Uu65Irbg,Northern Region
TFZkGWDDyXX,Oweko HC II,TFZkGWDDyXX,HC II,Government,MOH,"[31.094990,2.42006]",ppkMVgeDCK0,Ndheu Sub County,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
RODBUPIK6Qc,Owiny HC II,RODBUPIK6Qc,HC II,Government,MOH,"[32.93897,1.92556]",aUF5lfBvkBv,Nambieso Subcounty,JyZJhGXKeEq,Apac District,pz9Uu65Irbg,Northern Region
aB4YnvwOvMk,Oyam Loro HC II GOVT,aB4YnvwOvMk,HC II,Government,MOH,"[32.53302,2.24514]",Lg96gQU7KFN,Loro Subcounty,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
h7wpkDly8qZ,Oyam Prison HC II,h7wpkDly8qZ,HC II,,,,hZA6Q0HfT0V,Oyam Town council,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
a9YZv6zCYxO,Oyima HC III,a9YZv6zCYxO,HC III,Government,MOH,"[31.2479,2.68622]",NmKQP1XcgKJ,Okollo Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
YPlHbPjX1cT,P and K Clinic HC II,YPlHbPjX1cT,HC II,Private For Profit,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
DHSYwLRp4a7,P. S. Dopper CLINIC-NR,DHSYwLRp4a7,,,,,QRDEYBjoQkE,Ntenjeru Subcounty,a0DfYpC2Rwl,Mukono District,VA90IqaI4Ji,Central Region
aHHk4jtYEFz,P& K Clinic HC II,aHHk4jtYEFz,HC II,Private For Profit,,,LYuMx5oPsR5,Kawempe Division,aXmBzv61LbM,Kampala District,VA90IqaI4Ji,Central Region
lj4kXX1WxcL,Paanjala HC II,lj4kXX1WxcL,HC II,Government,MOH,"[31.83074,3.57472]",K53DNeXvZyY,Dufile Subcounty,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
rYNfPnt4Wko,Pabbo (Govt) HC III,rYNfPnt4Wko,HC III,Government,MOH,"[32.14462,3.01068]",EgcvIoAN7Ti,Pabbo Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
FNTxj1oKTQd,Pabbo (Ngo) HC III,FNTxj1oKTQd,HC III,Private Not For Profit,UCMB,"[32.12607,3.00217]",EgcvIoAN7Ti,Pabbo Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
goyzaXgJl7C,Pabo Medical Clinic and Maternity Clinic,goyzaXgJl7C,Clinic,Private For Profit,Local Government,,acwO6ZCWJj7,Amuru Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
WleyUUQfJK6,Pabwo HC III,WleyUUQfJK6,HC III,Government,MOH,"[32.21666,2.84431]",LNkFivzpeA1,Bungatira Subcounty,Gwk4wkLz7EW,Gulu District,pz9Uu65Irbg,Northern Region
qSb1CxxiAGH,Pacara HC II,qSb1CxxiAGH,HC II,Government,MOH,"[31.79634,3.45216]",xEGUTFJd2LB,Pachara Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
Ewwd9R5nnVh,Pacego HC II,Ewwd9R5nnVh,HC II,Government,MOH,"[31.46156,2.50596]",JxlOhSzW8GJ,Panyango Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
w9mcV8YwoKa,Pacer HC II,w9mcV8YwoKa,HC II,Government,MOH,"[33.33011,2.98694]",gqlcWIrj9J3,Parabongo Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
J7qBBJtiajQ,Pachora HC II,J7qBBJtiajQ,HC II,Private Not For Profit,UPMB,"[31.423464,2.703318]",YD8E2vpUOTX,Wadelai Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
awjedeMiWo3,Pacilo HC II,awjedeMiWo3,HC II,Government,MOH,"[32.10549,3.32422]",ftLtvhHg24p,Attiak Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
onNJWfJUJKc,Paco Medical Center HC II,onNJWfJUJKc,HC II,Private For Profit,Local Government,,HtZQp7J8zCH,Kamdini Subcountry,xpIFdCMhVHG,Oyam District,pz9Uu65Irbg,Northern Region
a8tT39ATFdn,Padea HC II,a8tT39ATFdn,HC II,Private Not For Profit,,"[30.919666,2.378431]",OjpRztl3PXm,Jang Okoro Subcounty,A4aGXEfdb8P,Zombo District,pz9Uu65Irbg,Northern Region
EsyH7yKQHiP,Pader HC III,EsyH7yKQHiP,HC III,Government,MOH,"[33.087253,2.861683]",OoSjd5RuEQb,Pader Town Council,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
ClqDZtVa7TE,Pader Maternity Home Clinic HC II,ClqDZtVa7TE,Clinic,Private For Profit,Local Government,,OoSjd5RuEQb,Pader Town Council,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
Ktv5BDJekYa,Pader Police HC II,Ktv5BDJekYa,HC II,Government,MOH,,OoSjd5RuEQb,Pader Town Council,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
H026HbOAZFN,Padibe HC IV,H026HbOAZFN,HC IV,Government,MOH,"[32.827148,3.475195]",lHy3V8wTvjA,Padibe Town Council,xy0M4HhjXtD,Lamwo District,pz9Uu65Irbg,Northern Region
K74ysFimUwH,Padibe West HC III,K74ysFimUwH,HC III,Government,MOH,"[32.81643,3.4872]",HMzXFZXwkDG,Padibe West Subcounty,xy0M4HhjXtD,Lamwo District,pz9Uu65Irbg,Northern Region
XuummkDfiEK,Padre Pio HC III,XuummkDfiEK,HC III,Private Not For Profit,UCMB,"[30.45500,0.189780]",oAC3iaYXnzM,Kamwenge Town council,uCVQXAdKqL9,Kamwenge District,auJdpeHbeet,Western Region
eKAZwpYo3r5,Padwot Midyere HC III,eKAZwpYo3r5,HC III,Private Not For Profit,UPMB,"[31.25421,2.59031]",HsanwfHFpmb,Kucwiny Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
BTQIO9sgvpP,PAG Mission HC IV,BTQIO9sgvpP,HC IV,Private Not For Profit,UPMB,"[32.89773,2.23864]",siFCXpF47oz,Lira Central Division,Lj8t70RYnEt,Lira District,pz9Uu65Irbg,Northern Region
hmL6fXhBwaS,Pagirinya HC III,hmL6fXhBwaS,HC III,Government,Local Government,,AbV5pHHSFTU,Dzaipi Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
ZQGEaiVBKkA,Pagwata HC II,ZQGEaiVBKkA,HC II,Government,MOH,"[31.158990,2.30268]",X3w6hzHSdUe,Parombo Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
gtVTKwveKEE,Paibona HC II,gtVTKwveKEE,HC II,Government,MOH,"[32.45317,3.02104]",nd7BxeKY0BC,Awach Subcounty,Gwk4wkLz7EW,Gulu District,pz9Uu65Irbg,Northern Region
eSYuwIoNDh3,Paibwor HC II,eSYuwIoNDh3,HC II,Government,MOH,,anccgvVRV6E,Laguti Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
P1F2OCX6d3t,Paidha HC III,P1F2OCX6d3t,HC III,Government,MOH,"[30.981190,2.41637]",wMj4Uco2mMl,Paidha Town Council,A4aGXEfdb8P,Zombo District,pz9Uu65Irbg,Northern Region
a6mTqkHT9hQ,Paila HC II,a6mTqkHT9hQ,HC II,Private Not For Profit,,"[31.317050,2.46661]",z0vS3kFxDjc,Alwii Sub County,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
RM8vegpr7j7,Paimol HC III,RM8vegpr7j7,HC III,Government,MOH,"[33.43471,3.131651]",zzl9JUHMQY1,Paimol Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
EUOiaQqxdtP,Paiula HC II,EUOiaQqxdtP,HC II,Government,MOH,"[33.00343,2.93031]",elu8zUTsqIW,Pajule Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
bG7y4zk3kPI,Pajama HC II,bG7y4zk3kPI,HC II,,,,kygzvZq01dr,Drajini Subcounty,W1JM2Qdhcv3,Yumbe District,pz9Uu65Irbg,Northern Region
f33lKK2tJNV,Pajimo HC III,f33lKK2tJNV,HC III,Government,MOH,"[32.80113,3.32746]",I0Dnu8MNpI6,Labongo Akwang Subcounty,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
QpXYf9Wb3CQ,Pajimo Military HC II,QpXYf9Wb3CQ,HC II,,Army,,I0Dnu8MNpI6,Labongo Akwang Subcounty,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
NiSWW2k1Hqt,Pajule HC IV,NiSWW2k1Hqt,HC IV,Government,MOH,"[32.9339,2.97852]",elu8zUTsqIW,Pajule Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
MHiJvIzpJ05,Pajulu HC III,MHiJvIzpJ05,HC III,Government,MOH,"[30.8713,3.00032]",IC4N267eDYG,Pajulu Subcounty,WcB3kLlgRTb,Arua District,pz9Uu65Irbg,Northern Region
M85HoV8pnUM,Pakadha HC III,M85HoV8pnUM,HC III,Government,MOH,"[30.91947,2.395094]",xT38Pbk8s4j,Abanga Subcounty,A4aGXEfdb8P,Zombo District,pz9Uu65Irbg,Northern Region
LyUOH3aGCga,Pakanyi HC III,LyUOH3aGCga,HC III,Government,MOH,"[31.78195,1.76585]",OOoyWm1xvfG,Miirya Subcounty,xr8EMirOASp,Masindi District,auJdpeHbeet,Western Region
aaylU8AkVhF,Pakegido HC III,aaylU8AkVhF,HC III,Private For Profit,Local Government,"[33.15596,1.70693]",hfW1BGRy1XT,Kobulubulu Subcounty,QoRZB7xc3j9,Kaberamaido District,adZ6T35ve4h,Eastern Region
LhNgo4n9Wi9,Pakele HC III,LhNgo4n9Wi9,HC III,Government,MOH,"[31.85509,3.35692]",kRF4X846xVW,Pakele Subcounty,QYiQ2KqgCxj,Adjumani District,pz9Uu65Irbg,Northern Region
gauKKklh0wL,Pakeyo HC II,gauKKklh0wL,HC II,Government,MOH,,anccgvVRV6E,Laguti Subcounty,aBrjuZk0W31,Pader District,pz9Uu65Irbg,Northern Region
Ea3Z8ofIGDw,Pakia HC III,Ea3Z8ofIGDw,HC III,Government,MOH,"[31.44298,2.52586]",JxlOhSzW8GJ,Panyango Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
err2diilQ8C,Pakor HC II,err2diilQ8C,HC II,Government,MOH,"[33.36586,3.03567]",gqlcWIrj9J3,Parabongo Subcounty,ztIyIYAzFKp,Agago District,pz9Uu65Irbg,Northern Region
R11qcaG5pbk,Pakwach HC IV,R11qcaG5pbk,HC IV,Government,MOH,"[31.49679,2.46017]",nLCKvxD90Ek,Pakwach Town council,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
a1DNpYv02JK,Pakwach Mission HC III,a1DNpYv02JK,HC III,Private Not For Profit,UCMB,"[31.475382,2.472377]",nLCKvxD90Ek,Pakwach Town council,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
lmi2JiLawTV,Palabek Ogili HC III,lmi2JiLawTV,HC III,Government,MOH,"[32.49802,3.4096]",YxleBIY0wms,Palabek Ogili Subcounty,xy0M4HhjXtD,Lamwo District,pz9Uu65Irbg,Northern Region
aNW8E8PWwck,Palabek-Gem HC III,aNW8E8PWwck,HC III,Government,MOH,"[32.65234,3.37839]",a1HgVn8Q288,Palabek Gem Subcounty,xy0M4HhjXtD,Lamwo District,pz9Uu65Irbg,Northern Region
VLi163AL9A0,Palabek-Kal HC III,VLi163AL9A0,HC III,Government,MOH,"[32.56768,3.36219]",KhXTdz48N9o,Palabek Kal Subcounty,xy0M4HhjXtD,Lamwo District,pz9Uu65Irbg,Northern Region
KDkEBufisia,Palam HC III,KDkEBufisia,HC III,Government,MOH,"[33.964416,2.007078]",B4c4U2wA0w0,Palam Sub-County,cSrCFjPKqcG,Katakwi District,adZ6T35ve4h,Eastern Region
xxukfjPreUj,Palenga HC II,xxukfjPreUj,HC II,Government,MOH,"[32.32427,2.62251]",FjaBJw5pfW8,Bobi Subcounty,S5fvUXgY54J,Omoro District,pz9Uu65Irbg,Northern Region
In3apXiVwke,Pallisa HOSPITAL,In3apXiVwke,General Hospital,Government,MOH,"[33.711171,1.178446]",kVC2XemQfB6,Pallisa Town council,WiVj4bEhX4P,Pallisa District,adZ6T35ve4h,Eastern Region
o9Cx4B22Mu5,Pallisa Mission Kaucho HC II,o9Cx4B22Mu5,HC II,Private Not For Profit,UCMB,,kVC2XemQfB6,Pallisa Town council,WiVj4bEhX4P,Pallisa District,adZ6T35ve4h,Eastern Region
jYd77jC7ho6,Pallisa Police Clinic,jYd77jC7ho6,HC II,,Police,"[33.71066,1.16651]",kVC2XemQfB6,Pallisa Town council,WiVj4bEhX4P,Pallisa District,adZ6T35ve4h,Eastern Region
DZF9rPxVxuv,Pallisa T/C HC III,DZF9rPxVxuv,HC III,Government,MOH,"[33.7091,1.16494]",kVC2XemQfB6,Pallisa Town council,WiVj4bEhX4P,Pallisa District,adZ6T35ve4h,Eastern Region
aod4x8edzQu,Paloga HC III,aod4x8edzQu,HC III,Government,MOH,"[32.94306,3.5952]",aQuFXdkixjd,Paloga Subcounty,xy0M4HhjXtD,Lamwo District,pz9Uu65Irbg,Northern Region
aQnmwOGxGcK,Palorinya HC III,aQnmwOGxGcK,HC III,Government,MOH,"[31.65511,3.5211]",bzz1pfLJqsG,Itula Subcounty,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
TjOqyM8ZMii,Palukere HC II,TjOqyM8ZMii,HC II,Government,MOH,"[32.15865,3.16841]",ftLtvhHg24p,Attiak Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
apYhAqPQauy,Pamaka HC II,apYhAqPQauy,HC II,Government,MOH,"[31.116930,2.38004]",ppkMVgeDCK0,Ndheu Sub County,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
t8rivYmnWIo,Paminya HC III,t8rivYmnWIo,HC III,Government,MOH,"[31.128070,2.43864]",EpK05gvAmQd,Atego Sub County,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
ucuVKnNXEhV,Pamitu HC II,ucuVKnNXEhV,HC II,Government,MOH,"[30.93652,2.360175]",xT38Pbk8s4j,Abanga Subcounty,A4aGXEfdb8P,Zombo District,pz9Uu65Irbg,Northern Region
CwYdhzM9BRY,Pamodo HC II,CwYdhzM9BRY,HC II,Government,MOH,"[31.01202,3.58567]",rQcFYXak0LH,Kuluba Subcounty,iqsaGItA68C,Koboko District,pz9Uu65Irbg,Northern Region
N2VIl91R6Wy,Pandwong -Church Of Uganda HC II,N2VIl91R6Wy,HC II,Private Not For Profit,,,qmcJkZ4ywL9,Kitgum Town council,pnTVIF5v27r,Kitgum District,pz9Uu65Irbg,Northern Region
fnse10SronT,Pangira HC II,fnse10SronT,HC II,Government,MOH,"[32.65297,3.61332]",q5gtDb5elfP,Lokung Subcounty,xy0M4HhjXtD,Lamwo District,pz9Uu65Irbg,Northern Region
GHuhd5Ob0aS,Panokrac HC II,GHuhd5Ob0aS,HC II,Government,MOH,"[31.92730,2.78039]",fT98rg0rZFy,Alero Subcounty,zNgVoDVPYgD,Nwoya District,pz9Uu65Irbg,Northern Region
a3qKoIZXK3t,Panyadoli HC III,a3qKoIZXK3t,HC III,Government,MOH,"[32.16985,1.93998]",sSqr43OzNQJ,Bweyale Town Council,B0G9cqixld8,Kiryandongo District,auJdpeHbeet,Western Region
eAuFbAc1MUZ,Panyadoli Hill HC II,eAuFbAc1MUZ,HC II,Government,MOH,"[32.19381,1.94112]",mx3iKoXSg9l,Mutunda Subcounty,B0G9cqixld8,Kiryandongo District,auJdpeHbeet,Western Region
yGBkMoiQXWX,Panyanga HC II,yGBkMoiQXWX,HC II,Government,MOH,"[31.91048,3.6139]",B6t4I0VO1re,Laropi Sub County,W0kQBddyGyh,Moyo District,pz9Uu65Irbg,Northern Region
vAJSlVqO7d5,Panyangara HC III,vAJSlVqO7d5,HC III,Government,MOH,"[34.14094,2.96638]",jAd3Yz8eWoM,Panyangara Subcounty,aPZzL4CyBTg,Kotido District,pz9Uu65Irbg,Northern Region
qbOt8Nswoff,Panyangasi/Kidera HC III,qbOt8Nswoff,HC III,Government,MOH,"[34.163714,0.73654]",PFkULd44r0L,Rubongi Subcounty,KhT80mlwJ3Y,Tororo District,adZ6T35ve4h,Eastern Region
S9QduX5GY1K,Panyigoro HC III,S9QduX5GY1K,HC III,Government,MOH,"[31.43675,2.38558]",Whc0SWU4T5n,Pakwach Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
YcMgrtcbVpk,Panyimur HC III,YcMgrtcbVpk,HC III,Government,MOH,"[31.302780,2.26644]",Uf7qbLumqbn,Panyimur Subcounty,Xjc0LDFa5gW,Nebbi District,pz9Uu65Irbg,Northern Region
VP7U4YcD16g,Paraa HC II GOVT,VP7U4YcD16g,HC II,,,"[31.57709,2.29465]",GhrSbqvL2At,Purongo Subcounty,zNgVoDVPYgD,Nwoya District,pz9Uu65Irbg,Northern Region
Unpl3hI2D59,Paraa HC II NGO,Unpl3hI2D59,HC II,Private Not For Profit,,"[31.53780,2.25831]",VeSVU5gWpPv,Ngwedo Subcounty,CQTmrrriwOq,Buliisa District,auJdpeHbeet,Western Region
tvBHeHr19vb,Paraa Safari Lodge HC II,tvBHeHr19vb,HC II,,,,GhrSbqvL2At,Purongo Subcounty,zNgVoDVPYgD,Nwoya District,pz9Uu65Irbg,Northern Region
mYGNn9Bx0OH,Parabongo HC II,mYGNn9Bx0OH,HC II,Government,MOH,"[32.15207,2.91218]",COaxzbRhsBA,Lamogi Subcounty,C0RSe3EWBqU,Amuru District,pz9Uu65Irbg,Northern Region
